source,section,text
ics_new_pg,ics_new_pg_block_82,"Q. What is webmail, and when and how do I get it?"
ics_new_pg,ics_new_pg_block_83,"Ans. Webmail refers to the official IITK email (...@iitk.ac.in). All students will receive an IITK email, and all communications will be sent to this email. Instructions for opening and registering for the IITK email will be shared closer to the reporting dates. Note: The webmail and pingala login credentials are different. Kindly follow the instructions carefully and refrain from using the login credentials elsewhere other than the website stated."
ics_new_pg,ics_new_pg_block_84,"We would like to inform all old students and new students taking admission for the upcoming academic session that the fee structure has been updated by DoSA. For detailed information, please refer to the following documents"
ics_ug,ics_ug_block_1,"Currently, most of you must be doing a course or two related to your department and must have got a gist of what it is all about. Each department offers great opportunities in diverse fields and a research internship will help you explore and know your department better."
ics_ug,ics_ug_block_2,"You might be confused about where to apply or which field would be a good option. Generally, you are not expected to have an in-depth knowledge of a topic before asking professors for a summer project. A motivation to learn and some interest is more than enough. It is a good idea to try out any field that fascinates you or maybe just sounds interesting."
ics_ug,ics_ug_block_3,"Your college is your first point of contact to the research world. You could talk to the professors in your department who are working in the area of your interest. Webpages of all the departments have a streamwise list of the faculty along with their research interests. If you find the research work of some professor interesting, you should visit their homepage to find out more. It is a good idea to write a mail, expressing your wish to work under their guidance during summers and asking for a time to meet them in their office. Although visiting their office directly might also work, but some professors consider it inappropriate."
ics_ug,ics_ug_block_4,Our college offers a limited number of research grants for summer projects at IITK through the SURGE programme. A notification is issued by the mid of even semester giving details regarding the same.You should keep an eye open for it.
ics_ug,ics_ug_block_5,"It is also possible to apply other colleges and universities in India and abroad in a similar manner. However you need to keep in mind that not every professor who is offering you a project might be able to support you financially. Do clarify this point in advance. A few funding programmes are open for 2nd year students, you could also apply to those. Indian Academy of Sciences also offers fellowships for research interns at universities within India. You can visit their website for more details http://www.ias.ac.in/"
ics_ug,ics_ug_block_6,"It is worth reemphasizing that no prior research experience or skills are required to ask for a project from any professor. Do not shy away from talking to them. Even if they are not able to offer you an internship, they might still give valuable advice and guidance."
ics_ug,ics_ug_block_7,We bring to you the next tip for utilising your summers fruitfully. This one is focussed on grooming your personality and there are a plethora of ways of which we list a few.
ics_ug,ics_ug_block_8,Reading books : Why read books??They help in improving not only your vocabulary but also your cognitive skills. Books help you to experience things that you may not have faced in real life and thus they help you to expand your view of the world around. During the regular semester we do not get enough time to go through our course books (forget books of different genres :P). So summer is the best time. Some genres that could be explored:
ics_ug,ics_ug_block_9,"Self-help books: Eat That Frog - Brian Tracy, Who Moved my Cheese - Dr. Spencer Johnson, The Secret - Rhonda Byrne"
ics_ug,ics_ug_block_10,"Autobiographies/Biographies: Surely, You re Joking Mr. Feynman - Richard Feynman, My Inventions - Nikola Tesla, Wings of Fire - APJ Abdul Kalam, The Man who Knew Infinity - Robert Kanigel"
ics_ug,ics_ug_block_11,"Science Fiction: Harry Potter and the Methods of Rationality, The Hitchhiker s Guide to the Galaxy - Douglas Adams, Books by Isaac Asimov, Michael Crichton and H.G. Wells, Alchemist"
ics_ug,ics_ug_block_12,"Popular Science: Books by Stephen Hawking, Fermat s Enigma - Simon Singh, Logicomix - Apostolos Doxiadis, Cosmos - Carl Sagan, Freakonomics - Steven Levitt, Stephen Dubner"
ics_ug,ics_ug_block_13,"History, Politics and General Knowledge: The Wonder that was India - A.L. Basham and a second volume by S.A.A Rizvi, India after Gandhi - Ramachandra Guha, India before Independence, India since Independence - Bipin Chandra, Discovery of India, Glimpses of World History - Jawaharlal Nehru, Argumentative Indian-Amartya Sen"
ics_ug,ics_ug_block_14,"Blog writing : Many of you are enthusiastic about expressing your views on politics, sports, education and what not! So blogging might be the way to go for you people. One important point that we would like to emphasise is that you should not be nervous or self-consous about your writing when you decide to take up blogging. Have faith in your views and your ability to express them. This is the only way one can learn to write."
ics_ug,ics_ug_block_15,"It helps you to share your knowledge about any topic that you are passionate about. It may also aid you in finding more people who share your interest, and this is bound to widen your knowledge base. It also helps you to refine your writing skills if you pursue it regularly. This is because you will receive feedback from your readers and along with it some praise is also sure to come by as you improve with time."
ics_ug,ics_ug_block_16,"Now, you might be wondering from where to start. Nowadays there are multiple online how to start a blog guides and online platforms such as Wordpress, Blogger, etc. So all you need to do is make your mind clear on whether you really want to pursue it. If the answer is yes then coming summer is the best time to nurture the blogger in you."
ics_ug,ics_ug_block_17,"Gym/sports : Most of us think about getting on the treadmill once in a while. But due to our busy schedule from morning till evening during the regular semester, many of us do away with it. Hence, this is the chance for all those aspiring bodybuilders to get into proper shape. Joining a gym (and going regularly :P) will allow you to spend each day with a proper time table. Who knows, sweating at the gym for a month or two might lead to a physique that you had always desired! Apart from this, one should not forget the importance of playing outdoor games. Summer is a good time to indulge in your favourite sport. We are all aware why sports are important. But most of us do not have a habit of playing regularly and that is either due to lack of interest or due to lack of time or we re too tired after our daily routine to exert ourselves anymore than absolutely necessary.This is where we need to change ourselves. Just do away with your electronic gadgets and come out in the summer evenings with your friends and play any sport. We are sure you will not mind having a physically fit body along with those moments of arguments, joy, fun and team spirit!"
ics_ug,ics_ug_block_18,"English writing and speaking skills : There would be many of you who would love to have a fluent spoken English. As mentioned above, blogging can help you to improve your writing skills. Reading books, newspapers, articles and watching good TV shows/movies can help you build your vocabulary and structure your sentences better."
ics_ug,ics_ug_block_19,"At the end we would like to mention that none of the ways mentioned above would have been unknown to you. Galileo once wrote,"
ics_ug,ics_ug_block_20,You cannot teach a person something he does not already know; you can only bring what he does know to his awareness.
ics_ug,ics_ug_block_21,Hence we aimed to bring these points to your awareness so that you give your personality grooming a thought as it always matters in every sphere of life.
ics_ug,ics_ug_block_22,"The next tip we bring you is about acquiring some a set of useful skills, which is yet another great way to spend your summers. They could range from technical skills such as coding to inter-personal skills such as strong communication and team-work. It s a great idea to start developing and sharpening these skills be it at the IITK campus or at home. Algorithmic and logical thinking has nowadays become a quintessential skill and is demanded of engineers and scientists. Programming is a good way to hone that skill. There are various tutorials that can be found online for almost all the major languages (Java, C, HTML, python, MATLAB etc.) and you can take up any one of these. We are providing some referral links for these such as"
ics_ug,ics_ug_block_23,"App and web development (using CSS/Java etc.) is certainly another area to look out for! Also, if you re interested in design, learning Photoshop or Dreamworks will be a good choice. You may also have interests in a lot of subjects that are not offered in the campus. There are courses that are offered online. You can take these up deciding upon your interests setting your own pace of learning. These online courses also come with an official recognition. A few popular sites for online courses are Coursera, edX and NPTEL."
ics_ug,ics_ug_block_24,"Certain clubs and organisations (SAE/Aeromodelling Club/ Robotics Club/RuTag/GSoC) of IITK also offer interesting projects which help you to learn technical skills and let you dirty your hands on real life problems. You can contact the club coordinators for more information. You may also look out for courses and projects by departmental societies (such as ACA). These skills that you acquire in your summers will certainly be something that you may like to boast about in your resumes. And you never know, some of them might actually help you in your life in general!"
ics_ug,ics_ug_block_25,"What would be one of the most casual yet productive ways of spending your summer vacations? It would be learning something new while your stay at home, or even if you are staying at campus for that matter; typically something that has nothing to do with your career choices or long term goals but rather a skill that you always postponed to 'some day...'. These are activities that aren't too much of a burden for your brain and fit perfectly in the theme of holidays and relaxing."
ics_ug,ics_ug_block_26,"It surely would be fruitful in its own unique way, when one day you play guitar for a handful of audience and surprise them with the skills hidden up your sleeve or when you make a new dish for your family. It doesn't only improve your personality considerably, but also makes for an excellent hobby."
ics_ug,ics_ug_block_27,"You can learn anything that you feel like a musical instrument, cooking, gardening or a new language. These are skills that you start off by hit-and-trial (if your mom lets you do the trials in the kitchen that is!) With the aid of some tutorials, you will start to progress and would be quite good at the end of the holidays if you show a small amount of consistency. If you have tiniest of desire for learning performing arts, it would be a fantastic idea to go for many a summer programs offered by Gurukuls, across India. You may check out http://chinmayanaadabindu.org/ or http://www.swaminarayangurukul.org/ . With the serene environment of the Gurukul along with its sublime guru-shishya parampara, get ready for an ethereal and life lasting experience."
ics_ug,ics_ug_block_28,"But even if you can not make it, do not get disheartened! Make internet your school. The tutorial for any musical instrument or cooking can be easily found on youtube. Some instrument specific links are available on Online College Courses ( http://www.onlinecollegecourses.com/2012/10/07/30-great-places-to-learn-a-new-instrument-online/ ). Also, Weekend Gardener ( http://www.weekendgardener.net/how-to.htm ) provides comprehensive how-to's of gardening. Some handy go-to places for learning a new language are BBC languages ( http://www.bbc.co.uk/languages/index.shtml ), Duolingo ( https://www.duolingo.com/ ) or Babbel ( https://www.babbel.com/ ) - the latter two also have apps available."
ics_ug,ics_ug_block_29,"You can also go for other new activities, for example, working in NGOs/ volunteering , such as Smile Foundation, Nanhi kali, Teach for India, Goonj, GiveIndia and HelpAge India. You will be amazed at the novelty of the experience from a volunteering work. The feeling of satisfaction and accomplishment is truly priceless when you see that your actions are helping others, making an impact in their lives and bringing smiles to their faces. Today, all of us are so goal-oriented that we ignore all the dimensions of life that seem to have nothing to do with our career paths. But these 'miscellaneous' activities help us grow in their own unique way and are fundamental for our all around development."
ics_ug,ics_ug_block_30,"Today, all of us are so goal-oriented that we ignore all the dimensions of life that seem to have nothing to do with our career paths. But these 'miscellaneous' activities help us grow in their own unique way and are fundamental for our all around development."
ics_ug,ics_ug_block_31,"As emphasised in the first mail, summers can be a great time to explore. Most of you, in your second year, might be confused about your future goals. You might find yourself unable to decide whether you wish to go for a research, or jobs in core or non-core sector . In such a case, you should explore as many of these avenues as possible An intern in a startup can be an interesting and exciting learning experience. Start-ups provide an opportunity to think out of the box and give you first hand practical experience of working in various operations of a firm. The work freedom that start-ups provide can be your chance to pitch and work on your own ideas. Startup Internship Program or SIP, an initiative by E-cell IITK, is oriented towards providing internships by start-ups for 2nd and 3rd year students. The recruitment procedure starts around the mid of the even semester and goes on till the beginning of summers . The selection procedure varies depending upon the specific startup/company but generally includes a short-listing based on resume, a technical test and an interview ."
ics_ug,ics_ug_block_32,"If you are interested in management sector , you can also try for internship at an IIM or other business schools. Surf through their sites, know your area of interest and email the professor working in that area. In order to apply, you need to send a professor :"
ics_ug,ics_ug_block_33,"A cover letter which explains your expectations from the internship, your areas of interest , any prior knowledge of the same and a few points on how you would be of help in a similar project or task. A C.V./Resume ` briefly informing about your academic excellence and notable achievements of present times. Email Address - You can easily get the email addresses of the professors on the institute website. If you are lucky, you might get a positive response :)"
ics_ug,ics_ug_block_34,"A cover letter which explains your expectations from the internship, your areas of interest , any prior knowledge of the same and a few points on how you would be of help in a similar project or task."
ics_ug,ics_ug_block_35,"A cover letter which explains your expectations from the internship, your areas of interest , any prior knowledge of the same and a few points on how you would be of help in a similar project or task."
ics_ug,ics_ug_block_36,A C.V./Resume ` briefly informing about your academic excellence and notable achievements of present times.
ics_ug,ics_ug_block_37,A C.V./Resume ` briefly informing about your academic excellence and notable achievements of present times.
ics_ug,ics_ug_block_38,"Email Address - You can easily get the email addresses of the professors on the institute website. If you are lucky, you might get a positive response :)"
ics_ug,ics_ug_block_39,"Email Address - You can easily get the email addresses of the professors on the institute website. If you are lucky, you might get a positive response :)"
ics_ug,ics_ug_block_40,"You can also check the department Industrial & Management Engineering(IME) of our institute. If interested, one can approach the IME professors and do a research project (in areas like supply chain, marketing, finance, data analytics) during summers."
ics_ug,ics_ug_block_41,"One can look for internship opportunities on sites such as internshala.com which offers not only internship searching and posting but other career services such as counselling, cover-letter writing, resume building and training programs to students."
ics_ug,ics_ug_block_42,We bring to you the next tip on how to spend your summers.
ics_ug,ics_ug_block_43,"Summer break is a long period, so why not utilise it to bring yourself closer to your career goals? It is a good idea to spend your summers at IIT Kanpur and choose from a plethora of courses offered at the campus. The list of courses comes some time after the end of the pre-registration for the odd semester. Doing courses in summer has multiple advantages, to list a few: If you are interested in a topic/subject which you wish to pursue or just explore (Computational Fluid Dynamics/ Signal Processing/ Topology/ Linguistics etc.), then doing a related course is the best way to gauge your interest. Later, you could designate that course as an OE( Open Elective ). Summer courses are really useful when you can not do the same courses in the regular semesters due to clashes . Alternately, you may do a compulsory course in the summers in order to avoid a clash from the desired course which you want in the regular semesters. Also, if you've a hectic semester ahead, it will reduce the load ! If you have a backlog in some course and it is being offered in summers, there will not be a better opportunity to clear it. :)"
ics_ug,ics_ug_block_44,"If you are interested in a topic/subject which you wish to pursue or just explore (Computational Fluid Dynamics/ Signal Processing/ Topology/ Linguistics etc.), then doing a related course is the best way to gauge your interest. Later, you could designate that course as an OE( Open Elective )."
ics_ug,ics_ug_block_45,"If you are interested in a topic/subject which you wish to pursue or just explore (Computational Fluid Dynamics/ Signal Processing/ Topology/ Linguistics etc.), then doing a related course is the best way to gauge your interest. Later, you could designate that course as an OE( Open Elective )."
ics_ug,ics_ug_block_46,"Summer courses are really useful when you can not do the same courses in the regular semesters due to clashes . Alternately, you may do a compulsory course in the summers in order to avoid a clash from the desired course which you want in the regular semesters. Also, if you've a hectic semester ahead, it will reduce the load !"
ics_ug,ics_ug_block_47,"Summer courses are really useful when you can not do the same courses in the regular semesters due to clashes . Alternately, you may do a compulsory course in the summers in order to avoid a clash from the desired course which you want in the regular semesters. Also, if you've a hectic semester ahead, it will reduce the load !"
ics_ug,ics_ug_block_48,"If you have a backlog in some course and it is being offered in summers, there will not be a better opportunity to clear it. :)"
ics_ug,ics_ug_block_49,"If you have a backlog in some course and it is being offered in summers, there will not be a better opportunity to clear it. :)"
ics_ug,ics_ug_block_50,"Some of you would have very specific career goals in mind which involve clearing competitive exams like civil services examination or CAT . Here, we bring you few tips which will initiate you into the process."
ics_ug,ics_ug_block_51,"For civil services examination , you can start exploring the syllabus and the reference books . For that, you may look up some sites where you can get some insight about where to begin and hear from the exam toppers. Some well known sites for IAS preparation are http://mrunal.org/ , http://www.insightsonindia.com/ , https://unacademy.in/ . Moreover, as reading newspapers regularly is one of the most important aspects of the preparation, inculcating this habit will be a good start."
ics_ug,ics_ug_block_52,"If you are aiming for CAT , then you could study vocabulary as it is the section which mainly bothers engineers. In second year summers, you can explore the syllabus and you may even start preparing from prep books which contain questions on analytical reasoning . You may even consider joining coaching classes during summers, which have a flexible timetable which suits your needs. These coaching classes focus on English, quantitative aptitude, logical reasoning and data interpretation. We hope you ll have a productive and creative summer ahead!"
ics_ug,ics_ug_block_53,"We feel that by the time this mail comes to you, many of you must have started applying for the various opportunities that can capture you for the coming summer. However, there must be many more of you who would love to be in a wonderworld, maybe just for those 3 months, and obviously, why not?! Well, it is called a summer break for a reason! Ever thought of cutting yourself off from the wires around?? Relax a bit! Rest your brain - sleep, watch television, or just go around the town if that is what it takes to re-boost your energy before you start your next semester afresh. Enjoy the time off! Do you wonder about those family times which we all cherish but work always messes it all up? Now is the time. Going back home should be thought of as a vacation. Visit your grandparents. Talk to them. They surely would have a lot to offer. And then there are those trips you always wanted to do...maybe bungee jumping even! Plan a vacation . Doesn t need to be a five star resort; just a place with the people you love. Who knows spending some time at a monastery might change how you see life completely! And if you cannot travel to the exotic places to strike them off your bucket list, you could even explore your own city. Go to places you have always wished to but couldn t as the next day you would have some quiz or an assignment due or had to study for the upcoming exams! Surely, your city would have its own niches and unchartered territories. This time should be taken as one with no expectation . It is all right if you do not want to deal with the stress that the world gives you. Take a moment. Think. And then decide what is best for you to do this summer and how important and helpful it actually is to take up something just because Mr. Sharma s son is doing it too! So, this ends of our mail series, and we wish the best for you this summer. Get up and try something that you wanted to for a long time or just sit back and chill out! Be it an internship, a summer course, a sports camp, a blog you start, a language you learn or the much needed sleep you complete in this summer. Just enjoy whatever you take up! Cheers!!"
ics_ug,ics_ug_block_54,"Each course carries a weightage in terms of credits depending upon the number of contact hours per week (lectures and tutorials and/or laboratory hours). Lecture: 3 credits per hour Tutorial: 2 credits per hour laboratory: 1 credits per hour For e.g. ESC101A is comprised of three 1-hour lectures, one 1-hour tutorial and one 3-hour laboratory per week. Therefore, it has total credits equal to 3*3 + 1*2 + 3*1 = 14."
ics_ug,ics_ug_block_55,A student receives credits of a course only if he/she passes it.
ics_ug,ics_ug_block_56,"In a semester, a student is allowed to register for 35-65 credits. Students, who are identified as academically deficient (on Academic Probation) can register for a minimum of 30 credits. A student with CPI of 8.5 or higher may request registration for more than 65 credits upto a maximum of 70 credits.The additional course taken will not be counted for computation of CPI/SPI, and not be counted towards satisfying the graduation requirements. Grades earned in such additional courses will appear on the transcript. Student will be allowed to take extra course(s) during his/her final year with the consent of the course Instructor(s). The application listing the extra courses along with the reasons for crediting them, should be submitted to the SUGC, duly recommended and forwarded by the DUGC. A student can register of at most 25 credits in summer term."
ics_ug,ics_ug_block_57,"In a semester, a student is allowed to register for 35-65 credits."
ics_ug,ics_ug_block_58,"Students, who are identified as academically deficient (on Academic Probation) can register for a minimum of 30 credits."
ics_ug,ics_ug_block_59,"Students, who are identified as academically deficient (on Academic Probation) can register for a minimum of 30 credits."
ics_ug,ics_ug_block_60,"A student with CPI of 8.5 or higher may request registration for more than 65 credits upto a maximum of 70 credits.The additional course taken will not be counted for computation of CPI/SPI, and not be counted towards satisfying the graduation requirements. Grades earned in such additional courses will appear on the transcript."
ics_ug,ics_ug_block_61,"A student with CPI of 8.5 or higher may request registration for more than 65 credits upto a maximum of 70 credits.The additional course taken will not be counted for computation of CPI/SPI, and not be counted towards satisfying the graduation requirements. Grades earned in such additional courses will appear on the transcript."
ics_ug,ics_ug_block_62,"Student will be allowed to take extra course(s) during his/her final year with the consent of the course Instructor(s). The application listing the extra courses along with the reasons for crediting them, should be submitted to the SUGC, duly recommended and forwarded by the DUGC."
ics_ug,ics_ug_block_63,"Student will be allowed to take extra course(s) during his/her final year with the consent of the course Instructor(s). The application listing the extra courses along with the reasons for crediting them, should be submitted to the SUGC, duly recommended and forwarded by the DUGC."
ics_ug,ics_ug_block_64,A student can register of at most 25 credits in summer term.
ics_ug,ics_ug_block_65,"At the end of the semester/summer term, a student is awarded a letter grade in each of his/her courses by taking into account his/her courses performance. Grade Pointer Description A* 10 Outstanding A 10 Excellent B 8 Good C 6 Fair D 4 Pass E 2 Fail/Exposure F 0 Fail S - Satisfactory X - Unsatisfactory W - Waiver I - Incomplete"
ics_ug,ics_ug_block_66,E & F: E and F both are fail grades meaning that the student fails to receive credits of the course. The only difference being E grade can be used to satisfy prerequisite criteria.
ics_ug,ics_ug_block_67,"S & X: Grades S and X do not carry any numerical equivalence, and are not used for computation of SPI/CPI. Grade S implies that the student has earned the credits. Grade X implies that the student has failed in the course."
ics_ug,ics_ug_block_68,W(Waiver): This grade is awarded when a student earns credits at another institution and the SGUC decides to waive similar credits from his/her programme. This grade is not to be used for computation of SPI/CPI.
ics_ug,ics_ug_block_69,"I(Incomplete) :A student may be awarded the grade I (Incomplete) in a course if s/he has missed, for a genuine reason, a minor part of the course requirement but has done satisfactorily in all other parts. An I grade must, however, be converted by the Instructor-in-charge into an appropriate letter grade and communicated to the undergraduate office by the last date specified in the Academic Calendar. Any outstanding I grade after this date shall be automatically converted into F grade."
ics_ug,ics_ug_block_70,"Project Grade : An I grade will not be given for mere non-completion of project due to lack of facilities, etc. An I grade may be given only on medical grounds"
ics_ug,ics_ug_block_71,"Grade change : A letter grade once awarded can be changed if the request is made by either the Instructor-in-charge or another Instructors/Tutors and is approved by the Chairman, Senate. Any such request for change of grade must be made within six weeks of the start of the next semester."
ics_ug,ics_ug_block_72,"If the grade points associated with the letter grades awarded to a student are g1, g2, g3, g4 and g5 in five courses and the corresponding credits are c1, c2, c3, c4 and c5, the SPI is given by: $$SPI = {c1*g1+c2*g2+c3*g3+c4*g4+c5*g5 \over c1+c2+c3+c4+c5}.$$"
ics_ug,ics_ug_block_73,S and X grades shall not be considered in the computation of the SPI.
ics_ug,ics_ug_block_74,"It is computed in the same manner as the SPI, considering all the courses (say, n), and is given by: $$CPI = { \sum{c_i*g_i} \over \sum{c_i} }.$$"
ics_ug,ics_ug_block_75,"The following image explains the AP/WR/Termination criteria in a simpler way: Warning: A student is placed on warning if his/her SC and/or TC at the end of a regular semester are as follows: SC 30 and (24+N)*N TC < 36*N OR SC < 30 and TC 36*N Academic Probation: A student of is placed on Academic Probation if his/her SC and/or TC at the end of a regular semester are as follows: SC 30 and TC < (24+N)*N OR SC < 30 and (24+N)*N TC < 36*N A B.Tech/BS student of Y13 and onward batches under AP/WR is required to sign an undertaking incorporating the following terms and conditions: (i) He/she shall register for all courses (if available) in which the letter grade F is obtained, (ii) He/she shall not hold any office in the Hall of Residence, Students Gymkhana or any other organization/body during Warning. (iii) Any other term/condition laid down by SUGC/Senate. The parents/guardian will be requested to countersign the undertaking. If a student is unable to meet the terms/conditions due to some genuine reasons, he/she must indicate this to the DUGC/SUGC before the semester ends. Termination: Academic programme of a student may be terminated by the Senate under the following conditions: (i) If he/she is on Academic Probation in the immediately preceding semester and falls under following criteria: SC <30 and TC<(24+N)*N (ii) Is absent without authorized leave of absence for a major part of the semester and does not appear in the end-semester examination of all the courses in which he/she is registered. (iii) Fails to report and register by the last date of registration without any bona fid reason. (iv) Involves himself/herself, in violation of the code of conduct, in ragging, etc. and the Senate-Student Affairs Committee (S-SAC)/ a special Institute committee makes a recommendation to that effect."
ics_ug,ics_ug_block_76,"Warning : Warning is not applicable for B.Tech/BS Y11 and Y12 batches. Academic Probation : A student of will be placed on Academic Probation if he/she does not obtain a passing grade in at least 75% of the cumulative normal load, calculated with normal load defined as 50 credits per semester. However, for students in the first semester of their programme, the minimum requirement of credits to be cleared will be 35 credits. The following conditions shall be applicable to students on Academic Probation: (i) He/she shall register for all CORE/compulsory courses (if available) in which the letter grade E/F/X is obtained. (ii) He/she shall not hold any official position or represent the institute in any extra-curricular activities during the period of academic probation. (iii) He/she shall submit an undertaking ensuring good academic conduct. (iv) Any other terms/conditions laid down by the SUGC/Senate. The parents/guardian will be requested to countersign the undertaking. If a student is unable to meet the terms/conditions due to some genuine reasons, he/she must indicate this to the DUGC/SUGC before the semester ends Termination : The academic programme of a student of may be terminated by the Senate under the following conditions: (i) He/she is on academic probation and fails to acquire 50% of the cumulative normal load up to that semester calculated with normal load defined as 50 credits per semester. For credit calculation only the semesters the student is registered in, will be used. (ii) Is absent without authorized leave of absence for a major part of the semester and does not appear in the end-semester examination of the courses in which he/she is registered. (iii) Fails to report and register by the last date of registration without any bona fid reason. (iv) Involves himself/herself, in violation of the code of conduct, in ragging, etc. and the Senate-Student Affairs Committee (S-SAC)/ a special Institute committee makes a recommendation to that effect."
ics_ug,ics_ug_block_77,"A Student whose programme is terminated may appeal to the Chairman, Senate, for re-instatement in the programme. In cases of termination due to inadequate academic performance, the student should clearly explain causes for the poor performance, including why those causes will not adversely affect his/her performance in future. The senate shall take a final decision after considering all the available inputs. However, the Senate may not entertain any further appeal(s) for review unless substantial additional information is brought to its notice."
ics_ug,ics_ug_block_78,There are three categories under Dual Degree Programme: Category A : Migration to PG Part of one s own Department. Category B : Migration to PG Part of other Department. Category C : Students admitted to the B.Tech./ B.S. program opting for an MBA.
ics_ug,ics_ug_block_79,"Currently Available options under Dual Degree Programme: Category A : Offered by all departments offering Btech/BS programme. Category B: (see table below) Academic Programme Parent Department (Bachelors in) Other Department (Masters in) B.Tech-M.Tech AE, BSBE, CHE, CE, CSE, EE, ME, MSE, ES AE, BSBE, CHE, CE, ME, MSE, M.DES. B.S-M.S CHM, ECO, MTH, PHY CHM, ECO, MTH, STA B.Tech-M.S AE, BSBE, CHE, CE, CSE, EE, ME, MSE, ES CHM, ECO, MTH, STA B.S-M.Tech CHM, ECO, MTH, PHY AE, BSBE, CHE, CE, ME, MSE, M.Des. Category C: (see table below) Academic Programme Parent Department (Bachelors in) Other Department (Masters in) B.Tech-MBA AE, BSBE, CHE, CE, CSE, EE, ME, MSE, ES MBA BS-MBA CHM, ECO, MTH, PHY MBA Academic Load and proposed road-map: a) Dual Degree students should be allowed to use the OE slots, and overloads, in consultation with DUGC convener of the parent department and the host department for the PG part of the programme. The overloads and use of OE slots, to complete the course work, should be allowed from the time the student is given the program change. b) A student opting for the dual degree programme will not be allowed to do dual major. This is to allow for a smoother management of course work, and to reduce clashes and difficulties with placement of courses by departments. c) OARS should allow registration for mandatory laboratory courses, if any, if the instructor arranges alternate times for the program change students without changing the normal schedule of the laboratories. d) The program change students should be allowed to take relevant courses in the Summer term (up to 23 credits) after the eight semester, if offered. Programme change rules governing various categories: i) For dual degree, Category A a) Students can apply for program change to Dual degree from after completion of their fifth semester to the beginning of their eight semester of their UG program. (Only the semesters that the student is registered are counted, excluding semester drops.) b) Application for program change should be made to the Chairman, SUGC, through the DUGC convener of the parent department. c) The students should have a minimum CPI of 6.0, at the time of applying. d) The student should have cleared all current nonOE credits of the parent department, as per the undergraduate template of the department, at the time of applying. e) Migration to the M.Tech./M.S. part of the program will be done only when the student has completed all the mandatory credit requirements from the undergraduate part of the programme up to the seventh semester. f) The M.Tech./M.S. part of the program change will be withdrawn if the student accumulates more than 40 credits of backlog by the end of the eight semester. g) Request for withdrawal from the M.Tech./ M.S. part of the program will be entertained at anytime during the course of the UG/PG program. The request should be made to the Chairman, SUGC, through the DUGC convener of the department. ii) For dual degree, Category B & C a) Students wanting to opt for an M.Tech./M.S. program in a department that is not his/her parent department or for MBA/M.Des. program can apply at the end of the sixth semester of their academic program. age 35 | 40 UG Manual Version: 4 (Updated: 2015-04-30) b) Application for program change should be made to the Chairman, SUGC, through the DUGC convener of the parent department. c) The student should have no backlogs, with respect to the UG template of their parent department, at the time of application. d) The student should have a minimum CPI of 6.0 at the time of application. Dual degree option should be given against the desired options, according to availability of seats and CPI of the student. Some departments may implement additional norms, for example, interviews or written tests for students wishing to pursue the PG program. e) Migration to the PG program will be done only after all credit requirements for an undergraduate degree in the parent department are completed. f) Request for withdrawal from the MBA/M.Des. part of the program will be entertained at any time during the course of the UG/PG program. The request should be made to the Chairman, SUGC, through the DUGC convener of both the departments. g) The PG part of the program change will be withdrawn if the student accumulates more than 40 credits of backlog by the end of the eight semester."
ics_ug,ics_ug_block_80,The minimum and maximum residence requirements will include any semester(s) that a student is registered at IITK and semester(s) he/she may have spent as a non-degree student at some other Institution while still pursuing an academic programme at IITK.
ics_ug,ics_ug_block_81,A student failing to complete the programme even within the maximum duration specified may be allowed by the Senate to continue depending on the merits of the case.
ics_ug,ics_ug_block_82,"Senate may grant relaxation in the prescribed minimum residence and/or academic requirements to a student in view of the work done by him/her in the Institute or elsewhere, to the extent considered appropriate according to the merit of the case."
ics_ug,ics_ug_block_83,"Academics: A student is required to complete successfully all the courses/credits of the curriculum prescribed for his/her undergraduate programme and attain a minimum level of academic performance, i.e., obtain a minimum CPI/Credits as under(for B.Tech/BS Program): Department Minimum Credits Requirement AE 419 BSBE 410 CHE 415 CE 426 CSE 402 EE 428 MSE 421 ME 425 CHM 413 ECO 419 MTH 420 PHY 409 Other Important Points: (a) Satisfied additional requirements, if any, of the concerned department, (b) paid all dues to the Institute and the Halls of Residence, and (c) no case of indiscipline is pending against him/her."
ics_ug,ics_ug_block_84,"A student may be allowed a change of branch/programme after the end of 2nd, 3rd or 4th semester on the basis of his/her academic performance after the first 2 semesters, subject to strength constraints of the departments, using the guidelines given below : The privilege of branch change can be used at most once in a programme. No programme may exceed the larger of E and S+2*, where E is its existing and S is the sanctioned strengths or fall below 55% of its sanctioned strength as a result of these changes. As many branch/programme changes as possible may be granted in decreasing order of CPI to applicants, subject to eligibility and strength constraints of the programmes. CPI and credit calculations will be based on all courses specified in advisory template of the first year. In case a particular course has been attempted more than once, the grade obtained in the first attempt will be counted."
ics_ug,ics_ug_block_85,The privilege of branch change can be used at most once in a programme.
ics_ug,ics_ug_block_86,The privilege of branch change can be used at most once in a programme.
ics_ug,ics_ug_block_87,"No programme may exceed the larger of E and S+2*, where E is its existing and S is the sanctioned strengths or fall below 55% of its sanctioned strength as a result of these changes."
ics_ug,ics_ug_block_88,"No programme may exceed the larger of E and S+2*, where E is its existing and S is the sanctioned strengths or fall below 55% of its sanctioned strength as a result of these changes."
ics_ug,ics_ug_block_89,"As many branch/programme changes as possible may be granted in decreasing order of CPI to applicants, subject to eligibility and strength constraints of the programmes."
